original_index,event_id,tweet_id,text,user_id,created_at,user_loc,place_type,place_full_name,place_country_code,hashtags,user_mentions,image_urls,entities,words,filtered_words,sampled_words,date
57483,336,265271302816940032,well that goes against my plan for them #OnceUponATime,766300633,2012-11-05 01:56:21,ig: gabbieisenberg,,,,['OnceUponATime'],[],[],[],"['plan', 'well', 'go']","['plan', 'well', 'go']",[],2012-11-05
27859,62,265271558401036288,"If the cowboys win tonight, there WILL BE bandwagons for sure.😒",597720556,2012-11-05 01:57:22,"Uvalde, TX",,,,[],[],[],"[('tonight', 'TIME')]","['tonight', 'sure', 'win', 'bandwagon', '😒', 'cowboy']","['tonight', 'sure', 'win', 'bandwagon', 'cowboy']",[],2012-11-05
57417,333,265271650843496449,I'm ready for Thanksgiving #Turkey #Turkey #Turkey,37122359,2012-11-05 01:57:44,Lexington,,,,"['Turkey', 'Turkey', 'Turkey']",[],[],"[('#Turkey #Turkey #', 'MONEY'), ('Turkey', 'GPE')]","['-PRON-', 'thanksgiving', 'ready', 'be']","['thanksgiving', 'ready', 'be']",[],2012-11-05
27860,62,265271709672804352,I really hope the cowboys don't win,440612141,2012-11-05 01:57:58,Phoenixville,,,,[],[],[],[],"['not', 'win', 'really', 'hope', 'do', 'cowboy']","['not', 'win', 'really', 'hope', 'do', 'cowboy']",[],2012-11-05
27861,62,265271835413868545,Dont like either team but i hope the cowboys win because the falcons are ovverated,200580128,2012-11-05 01:58:28,,,,,[],[],[],[],"['not', 'team', 'either', 'ovverate', 'win', 'like', 'hope', 'falcon', 'do', 'cowboy']","['not', 'team', 'either', 'ovverate', 'win', 'like', 'hope', 'falcon', 'do', 'cowboy']",['ovverate'],2012-11-05
27862,62,265271835451596801,Hope Falcons win so I can laugh at Cowboy fans,163659048,2012-11-05 01:58:28,Memphis✈️,,,,[],[],[],"[('Cowboy', 'PRODUCT')]","['laugh', 'win', 'Falcons', 'fan', 'Hope', 'cowboy']","['laugh', 'win', 'falcons', 'fan', 'hope', 'cowboy']",[],2012-11-05
44937,182,265271864656551936,Another field goal...thats not going to beat atlanta..,248541963,2012-11-05 01:58:35,"The Grind,VA",,,,[],[],[],[],"['beat', 'field', 'another', 'atlanta', 'goalthat', 'go']","['beat', 'field', 'another', 'atlanta', 'goalthat', 'go']",['goalthat'],2012-11-05
44938,182,265271873263255553,I can't believe this nigga missed the field goal..,202029308,2012-11-05 01:58:37,"Richmond, VA",,,,[],[],[],[],"['not', 'goal', 'can', 'field', 'miss', 'nigga', 'believe']","['not', 'goal', 'can', 'field', 'miss', 'nigga', 'believe']",[],2012-11-05
44939,182,265272003160854528,Cant beat us kickin field goals,623181714,2012-11-05 01:59:08,In my own world #PlanetMega,,,,[],[],[],[],"['beat', 'not', 'goal', '-PRON-', 'can', 'field', 'kickin']","['beat', 'not', 'goal', 'can', 'field', 'kickin']",[],2012-11-05
27863,62,265272032353214466,"Cowboys said they tryna be like the texans tonight, okay okay",300502453,2012-11-05 01:59:15,"[SWAT] Houston, Texas ",,,,[],[],[],"[('Cowboys', 'ORG'), ('tonight', 'TIME')]","['tonight', 'texan', 'like', 'say', 'okay', 'tryna', 'cowboy']","['tonight', 'texan', 'like', 'say', 'okay', 'tryna', 'cowboy']",[],2012-11-05
27864,62,265272053245038592,Cowboys defense really shitting tho .. 👍,319268353,2012-11-05 01:59:20,TyPiCal Island ^_^,,,,[],[],[],[],"['tho', 'really', '👍', 'shit', 'defense', 'cowboy']","['tho', 'really', 'shit', 'defense', 'cowboy']",[],2012-11-05
54865,300,265272086967246848,Syrian opposition in Qatar amid fighting: A leading Syrian opposition group launched a public effort Sunday to r... http://t.co/9EDfjlF6,290653849,2012-11-05 01:59:28,WORLD,,,,[],[],[],"[('Syrian', 'NORP'), ('Qatar', 'GPE'), ('Syrian', 'NORP'), ('Sunday', 'DATE'), ('http://t.co/9EDfjlF6', 'GPE')]","['Qatar', 'amid', 'group', 'launch', 'effo', 'Sunday', 'syrian', 'lead', 'public', 'opposition', 'fight']","['qatar', 'amid', 'group', 'launch', 'effo', 'sunday', 'syrian', 'lead', 'public', 'opposition', 'fight']",['effo'],2012-11-05
54866,300,265272200205066240,Syrian opposition in Qatar amid fighting http://t.co/K5HKWVpS,452733626,2012-11-05 01:59:55,Jog-Jakarta,,,,[],[],[],"[('Syrian', 'NORP'), ('Qatar', 'GPE')]","['Qatar', 'amid', 'syrian', 'opposition', 'fight']","['qatar', 'amid', 'syrian', 'opposition', 'fight']",[],2012-11-05
55423,307,265272435081895936,Egypt's Coptic Orthodox Church chooses new pope - http://t.co/Ykw5rGFo,102213262,2012-11-05 02:00:51,Global,,,,[],[],[],"[('Egypt', 'GPE'), ('Coptic Orthodox Church', 'ORG')]","['egypt', 'Ohodox', 'choose', 'new', 'pope', 'Coptic', 'Church']","['egypt', 'ohodox', 'choose', 'new', 'pope', 'coptic', 'church']",['ohodox'],2012-11-05
57358,332,265274339467857920,Syrian Rebels Accuse Damascus Of Attacking Refugees in Jordan http://t.co/GZIHsCP4 via @AlMonitor,22718464,2012-11-05 02:08:25,"Illinois, USA",,,,[],[290061912],[],"[('Syrian', 'NORP'), ('Jordan', 'GPE')]","['Damascus', 'Attacking', 'Jordan', 'Refugees', 'Rebels', 'Syrian', 'Accuse']","['damascus', 'attacking', 'jordan', 'refugees', 'rebels', 'syrian', 'accuse']",[],2012-11-05
57935,344,265274419180601344,Who wants to come to the Melbourne cup,279007287,2012-11-05 02:08:44,Australia,,,,[],[],[],"[('Melbourne', 'LOC')]","['Melbourne', 'want', 'come', 'cup']","['melbourne', 'want', 'come', 'cup']",[],2012-11-05
68053,496,265275178123137024,Warmly Welcome World Leaders in Laos from 5-6 November 2012 to attend the 9th ASEM Summit,610683892,2012-11-05 02:11:45,Southeast Asia,,,,[],[],[],"[('Laos', 'GPE'), ('5', 'CARDINAL'), ('November 2012', 'DATE'), ('9th', 'ORDINAL')]","['9th', 'attend', 'Summit', 'ASEM', 'leader', 'warmly', 'November', 'world', 'welcome', 'Laos']","['attend', 'summit', 'asem', 'leader', 'warmly', 'november', 'world', 'welcome', 'laos']",['asem'],2012-11-05
54956,301,265276792779202561,#news Syrian rebels capture oilfield near Iraqi border: Added At:  2012-11-05 7:24 AM    Last Updated At: 2012-1... http://t.co/VZzvCQD0,634032019,2012-11-05 02:18:10,,,,,['news'],[],[],"[('#', 'CARDINAL'), ('Syrian', 'NORP'), ('Iraqi', 'NORP'), ('2012-11-05', 'DATE'), ('2012-1', 'DATE')]","['capture', 'update', 'iraqi', 'add', 'syrian', 'rebel', 'border', 'last', 'oilfield', 'near']","['capture', 'update', 'iraqi', 'add', 'syrian', 'rebel', 'border', 'last', 'oilfield', 'near']",[],2012-11-05
68054,496,265279854889537537,"9th Summit of the Asia-Europe Meeting (#ASEM) begins at Vientiane in Laos today
http://t.co/IdUApg92",185159449,2012-11-05 02:30:20,Islamabad,,,,['ASEM'],[],[],"[('9th', 'ORDINAL'), ('the Asia-Europe Meeting', 'LOC'), ('Vientiane', 'GPE'), ('Laos', 'GPE'), ('today', 'DATE')]","['9th', 'Summit', 'begin', 'today', 'AsiaEurope', 'Laos', 'Vientiane', 'Meeting']","['summit', 'begin', 'today', 'asiaeurope', 'laos', 'vientiane', 'meeting']",['asiaeurope'],2012-11-05
54867,300,265280580265054208,Syrian opposition in Qatar amid fighting: A leading Syrian opposition group launched a public effort Sunday to r... http://t.co/lZL0bVjg,94504474,2012-11-05 02:33:13,,,,,[],[],[],"[('Syrian', 'NORP'), ('Qatar', 'GPE'), ('Syrian', 'NORP'), ('Sunday', 'DATE')]","['Qatar', 'amid', 'group', 'launch', 'effo', 'Sunday', 'syrian', 'lead', 'public', 'opposition', 'fight']","['qatar', 'amid', 'group', 'launch', 'effo', 'sunday', 'syrian', 'lead', 'public', 'opposition', 'fight']",['effo'],2012-11-05
54868,300,265280584740376576,Syrian opposition in Qatar amid fighting: A leading Syrian opposition group launched a public effort Sunday to r... http://t.co/J5LIJWPY,158976106,2012-11-05 02:33:14,,,,,[],[],[],"[('Syrian', 'NORP'), ('Qatar', 'GPE'), ('Syrian', 'NORP'), ('Sunday', 'DATE')]","['Qatar', 'amid', 'group', 'launch', 'effo', 'Sunday', 'syrian', 'lead', 'public', 'opposition', 'fight']","['qatar', 'amid', 'group', 'launch', 'effo', 'sunday', 'syrian', 'lead', 'public', 'opposition', 'fight']",['effo'],2012-11-05
54869,300,265280676893446144,Syrian opposition in Qatar amid fighting: A leading Syrian opposition group launched a public effort Sunday to r... http://t.co/YyhDe2Ib,224461137,2012-11-05 02:33:36,,,,,[],[],[],"[('Syrian', 'NORP'), ('Qatar', 'GPE'), ('Syrian', 'NORP'), ('Sunday', 'DATE')]","['Qatar', 'amid', 'group', 'launch', 'effo', 'Sunday', 'syrian', 'lead', 'public', 'opposition', 'fight']","['qatar', 'amid', 'group', 'launch', 'effo', 'sunday', 'syrian', 'lead', 'public', 'opposition', 'fight']",['effo'],2012-11-05
54870,300,265280928631382017,Latest #news - Syrian opposition in Qatar amid fighting: A leading Syrian opposition group launched a public eff... http://t.co/LJTYNp4q,405880109,2012-11-05 02:34:36,,,,,['news'],[],[],"[('Syrian', 'NORP'), ('Qatar', 'GPE'), ('Syrian', 'NORP')]","['Qatar', 'amid', 'group', 'launch', 'syrian', 'late', 'lead', 'eff', 'public', 'opposition', 'fight']","['qatar', 'amid', 'group', 'launch', 'syrian', 'late', 'lead', 'eff', 'public', 'opposition', 'fight']",[],2012-11-05
55424,307,265281243099320320,BBC News - Bishop Tawadros new Pope of Egypt's Coptic Christians http://t.co/VoAdEFKL,549651787,2012-11-05 02:35:51,United States,,,,[],[],[],"[('BBC News - Bishop Tawadros', 'ORG'), ('Egypt', 'GPE'), ('Coptic Christians', 'NORP')]","['christian', 'Egypts', 'coptic', 'Tawadros', 'new', 'News', 'Pope', 'BBC', 'Bishop']","['christian', 'egypts', 'coptic', 'tawadros', 'new', 'news', 'pope', 'bbc', 'bishop']",['tawadros'],2012-11-05
57936,344,265281431700389888,2012 Melbourne Cup: Download office sweepstake form: Get your 2012 Melbourne Cup sweepstake form - a downloadabl... http://t.co/KfgwS2jB,902398074,2012-11-05 02:36:36,,,,,[],[],[],"[('2012', 'DATE'), ('2012', 'DATE'), ('Melbourne Cup', 'EVENT')]","['form', 'office', 'Get', 'Cup', 'sweepstake', 'downloadabl', 'Download', 'Melbourne']","['form', 'office', 'get', 'cup', 'sweepstake', 'downloadabl', 'download', 'melbourne']",['downloadabl'],2012-11-05
68055,496,265282165732950016,Know more about the Asia-Europe Meeting (Asem) that President Aquino is attending in Laos. http://t.co/wdocY0iV /@inquirerdotnet,758823170,2012-11-05 02:39:31,Philippines,,,,[],[15448383],[],"[('the Asia-Europe Meeting', 'LOC'), ('Asem', 'PERSON'), ('Aquino', 'PERSON'), ('Laos', 'GPE')]","['attend', 'Asem', 'Know', 'AsiaEurope', 'Laos', 'President', 'Aquino', 'Meeting']","['attend', 'asem', 'know', 'asiaeurope', 'laos', 'president', 'aquino', 'meeting']","['asem', 'asiaeurope']",2012-11-05
55425,307,265283549819707392,Coptic Church Chooses Pope Who Rejects Political Role - New York Times http://t.co/OAJ3VU5l,593481519,2012-11-05 02:45:01,,,,,[],[],[],"[('Coptic Church Chooses Pope', 'ORG')]","['New', 'reject', 'Role', 'choose', 'Political', 'York', 'Pope', 'Coptic', 'Times', 'Church']","['new', 'reject', 'role', 'choose', 'political', 'york', 'pope', 'coptic', 'times', 'church']",[],2012-11-05
55426,307,265286590664945665,Egypt's Coptic Christians pick pope http://t.co/l898tDiR,804754464,2012-11-05 02:57:06,,,,,[],[],[],"[('Egypt', 'GPE'), ('Coptic Christians', 'NORP')]","['pick', 'egypt', 'Christians', 'pope', 'coptic']","['pick', 'egypt', 'christians', 'pope', 'coptic']",[],2012-11-05
55427,307,265288545533566976,Bishop Tawadros chosen as Egypt's 118th Coptic Pope http://t.co/slOqSGPz via @ahramonline #tcot #ccot,863231222,2012-11-05 03:04:52,,,,,"['tcot', 'ccot']",[211848704],[],"[('Bishop Tawadros', 'ORG'), ('Egypt', 'GPE'), ('118th Coptic', 'FAC'), ('#tcot #', 'MONEY')]","['Egypts', '118th', 'Tawadros', 'choose', 'Pope', 'Coptic', 'Bishop']","['egypts', 'tawadros', 'choose', 'pope', 'coptic', 'bishop']",['tawadros'],2012-11-05
54957,301,265288650114355200,Syrian rebels capture oil field near Iraqi border: Activists: BEIRUT - Syrian rebels firing mortars and rocket-p... http://t.co/ZPpLOOwb,620200783,2012-11-05 03:05:17,Singapore,,,,[],[],[],"[('Syrian', 'NORP'), ('Iraqi', 'NORP'), ('BEIRUT - Syrian', 'NORP')]","['capture', 'beirut', 'oil', 'iraqi', 'field', 'activist', 'syrian', 'moar', 'rebel', 'border', 'rocketp', 'fire', 'near']","['capture', 'beirut', 'oil', 'iraqi', 'field', 'activist', 'syrian', 'moar', 'rebel', 'border', 'rocketp', 'fire', 'near']",['rocketp'],2012-11-05
55428,307,265288751020929026,Bishop Tawadros new pope of Egypt's Coptic Christians http://t.co/puscaTMf,17727203,2012-11-05 03:05:41,,,,,[],[],[],"[('Bishop Tawadros', 'ORG'), ('Egypt', 'GPE'), ('Coptic Christians', 'NORP')]","['Egypts', 'coptic', 'Christians', 'Tawadros', 'pope', 'new', 'Bishop']","['egypts', 'coptic', 'christians', 'tawadros', 'pope', 'new', 'bishop']",['tawadros'],2012-11-05
68127,498,265290776643248129,I HAVE JINXED ALL OF AUSTRALIA,195681313,2012-11-05 03:13:44,"Australia, NSW",,,,[],[],[],[],"['JINXED', 'AUSTRALIA']","['jinxed', 'australia']",[],2012-11-05
54958,301,265290969769971712,Activists: Syrian rebels capture oilfield after 3-day fight http://t.co/S6l7MbKW,223057946,2012-11-05 03:14:30,Come and follow...,,,,[],[],[],"[('Syrian', 'NORP'), ('3-day', 'DATE')]","['capture', '3day', 'activist', 'syrian', 'rebel', 'oilfield', 'fight']","['capture', 'activist', 'syrian', 'rebel', 'oilfield', 'fight']",[],2012-11-05
54959,301,265291187743752193,"Syria rebels seize oilfield, down warplane - SBS http://t.co/eT0W0HeO #Syria",384415726,2012-11-05 03:15:22,Worldwide,,,,['Syria'],[],[],"[('Syria', 'GPE'), ('Syria', 'GPE')]","['warplane', 'seize', 'rebel', 'oilfield', 'syria', 'sbs']","['warplane', 'seize', 'rebel', 'oilfield', 'syria', 'sbs']",[],2012-11-05
23324,52,265293456807718914,"When Obama wins the election and starts his second term as the President of the United States, he’s gonna be … http://t.co/xhQ4g8k3",68463991,2012-11-05 03:24:23,Face Down In Rihanna's Cake,,,,[],[],[],"[('Obama', 'PERSON'), ('second', 'ORDINAL'), ('the United States', 'GPE')]","['United', 'Obama', 'sta', 'States', '’', 'na', 'second', 'election', 'win', '…', 'term', 'President', 'gon']","['united', 'obama', 'sta', 'states', 'na', 'second', 'election', 'win', 'term', 'president', 'gon']",[],2012-11-05
55429,307,265293746491498496,Coptic Church Chooses Pope Who Rejects Politics http://t.co/vvI7dMbW (cc: @JIDF) #JIDF,364741232,2012-11-05 03:25:32,Israel,,,,['JIDF'],[16153996],[],"[('Coptic Church Chooses Pope', 'ORG'), ('#JIDF', 'MONEY')]","['choose', 'Politics', 'cc', 'Pope', 'Rejects', 'Coptic', 'Church']","['choose', 'politics', 'cc', 'pope', 'rejects', 'coptic', 'church']",['cc'],2012-11-05
54960,301,265294132367482880,Activists: Syrian rebels capture oilfield after 3-day fight http://t.co/dAsSuOnf,16832800,2012-11-05 03:27:04,"Chesapeake, VA",,,,[],[],[],"[('Syrian', 'NORP'), ('3-day', 'DATE')]","['capture', '3day', 'activist', 'syrian', 'rebel', 'oilfield', 'fight']","['capture', 'activist', 'syrian', 'rebel', 'oilfield', 'fight']",[],2012-11-05
54961,301,265294375586787328,SYRIA • Syria Rebels 'Capture Oilfield' http://t.co/83ZR6iAg,380985630,2012-11-05 03:28:02,"London, England",,,,[],[],[],"[('SYRIA', 'GPE'), (""Syria Rebels '"", 'PERSON')]","['Syria', 'Oilfield', 'Capture', '•', 'Rebels', 'SYRIA']","['syria', 'oilfield', 'capture', 'rebels', 'syria']",[],2012-11-05
23325,52,265294950093160449,President of the United States of America Barack Obama #4MoreYears http://t.co/2U6B4eBs,218015060,2012-11-05 03:30:19,"Cincinnati, OH",,,,['4MoreYears'],[],[],"[('the United States of America', 'GPE')]","['United', 'Obama', 'Barack', 'America', 'States', 'President']","['united', 'obama', 'barack', 'america', 'states', 'president']",[],2012-11-05
67816,491,265294975401615360,"Fighting rages at Damascus Palestinian camp, 20 killed http://t.co/fhDg1KgY via @ynet",24216744,2012-11-05 03:30:25,"Lima, Peru",,,,[],[2472291],[],"[('Damascus', 'GPE'), ('Palestinian', 'NORP'), ('20', 'CARDINAL')]","['Damascus', 'palestinian', 'fighting', 'rage', 'kill', 'camp']","['damascus', 'palestinian', 'fighting', 'rage', 'kill', 'camp']",[],2012-11-05
68056,496,265296904584318976,Yingluck left for Vientiane Monday to attend Asem summit:  http://t.co/km4iOjFs,18921618,2012-11-05 03:38:05,Bangkok Thailand,,,,[],[],[],"[('Yingluck', 'ORG'), ('Vientiane', 'GPE'), ('Monday', 'DATE'), ('Asem', 'PERSON')]","['attend', 'Asem', 'leave', 'Yingluck', 'summit', 'Monday', 'Vientiane']","['attend', 'asem', 'leave', 'yingluck', 'summit', 'monday', 'vientiane']","['asem', 'yingluck']",2012-11-05
57418,333,265300381653946369,Jive turkey lol?,297784874,2012-11-05 03:51:54,"New Orleans, LA",,,,[],[],[],[],"['jive', 'turkey', 'lol']","['jive', 'turkey', 'lol']",[],2012-11-05
67905,493,265301543706841088,"A cleaner sustained serious injuries in a domestic terror act of homemade bomb explosion a in Adliya #Bahrain""# wishing him quick recovery",854908764,2012-11-05 03:56:31,,,,,['Bahrain'],[],[],"[('#', 'CARDINAL')]","['recovery', 'terror', 'Adliya', 'quick', 'wish', 'bomb', 'serious', 'act', 'cleaner', 'sustain', 'homemade', 'injury', 'domestic', 'explosion']","['recovery', 'terror', 'adliya', 'quick', 'wish', 'bomb', 'serious', 'act', 'cleaner', 'sustain', 'homemade', 'injury', 'domestic', 'explosion']",['adliya'],2012-11-05
68057,496,265302432748298240,baby just texted me. He's not even in the meeting yet. Wa lao wei!,40163177,2012-11-05 04:00:03,,,,,[],[],[],[],"['Wa', 'yet', 's', 'meet', '-PRON-', 'even', 'texte', 'baby', 'lao', 'wei']","['wa', 'yet', 'meet', 'even', 'texte', 'baby', 'lao', 'wei']",[],2012-11-05
67817,491,265304022209142784,Syrian Rebels Say Fighting Govt. Forces to Control Airbase http://t.co/drIZHWtp #military #attack #government,264410182,2012-11-05 04:06:22,United States,,,,"['military', 'attack', 'government']",[],[],"[('Syrian', 'NORP'), ('Control Airbase', 'ORG'), ('#military #attack #government', 'MONEY')]","['Airbase', 'Forces', 'Govt', 'syrian', 'rebel', 'say', 'Control', 'fight']","['airbase', 'forces', 'govt', 'syrian', 'rebel', 'say', 'control', 'fight']",[],2012-11-05
57450,334,265305863756070912,GONNA CHECK ON MY SHIPMENT ^^,162914667,2012-11-05 04:13:41,"Seoul, Republic of Korea",,,,[],[],[],[],"['shipment', 'GON', 'NA', 'check']","['shipment', 'gon', 'na', 'check']",[],2012-11-05
57419,333,265306031465328641,Turkey Treats! http://t.co/4snFC5S2,478104943,2012-11-05 04:14:21,Utah,,,,[],[],[],"[('Turkey', 'GPE')]","['treat', 'Turkey']","['treat', 'turkey']",[],2012-11-05
57420,333,265306966606372864,Hummm Turkey Breast Sandwhich,42577218,2012-11-05 04:18:04,,,,,[],[],[],"[('Hummm Turkey', 'PERSON'), ('Breast Sandwhich', 'PERSON')]","['Sandwhich', 'Turkey', 'Breast', 'Hummm']","['sandwhich', 'turkey', 'breast', 'hummm']",[],2012-11-05
54871,300,265311307903942656,Syrian opposition in makeover meet http://t.co/ldMYPtAk,446314974,2012-11-05 04:35:19,,,,,[],[],[],"[('Syrian', 'NORP')]","['meet', 'syrian', 'opposition', 'makeover']","['meet', 'syrian', 'opposition', 'makeover']",[],2012-11-05
55011,302,265311903419604992,"Car bomb kills child, wounds 18 in southeast Turkey - http://t.co/kwHgRODa",725914238,2012-11-05 04:37:41,,,,,[],[],[],"[('18', 'CARDINAL'), ('Turkey', 'GPE')]","['Turkey', 'kill', 'southeast', 'wound', 'bomb', 'car', 'child']","['turkey', 'kill', 'southeast', 'wound', 'bomb', 'car', 'child']",[],2012-11-05
23326,52,265313073676562433,Mitt Romney or Barack Obama?,143918168,2012-11-05 04:42:20,2 blocks away,,,,[],[],[],"[('Mitt Romney', 'PERSON'), ('Barack Obama', 'PERSON')]","['Obama', 'Romney', 'Mitt', 'Barack']","['obama', 'romney', 'mitt', 'barack']",[],2012-11-05
55430,307,265314210186137601,Egypt’s Coptic Church Chooses Its Next Pope  #Egypt,269690833,2012-11-05 04:46:51,,,,,['Egypt'],[],[],"[('Egypt', 'GPE'), ('Egypt', 'GPE')]","['Egypt', '’', 'choose', 'Pope', 'Coptic', 'Church', 'next']","['egypt', 'choose', 'pope', 'coptic', 'church', 'next']",[],2012-11-05
68128,498,265315330086293505,"""Misleading and deceptive"" Standard &amp; Poor's loses landmark Australia case over ratings given to financial products http://t.co/JbYjZuha",380648579,2012-11-05 04:51:18,France,,,,[],[],[],"[('Standard &amp', 'ORG'), ('Australia', 'GPE')]","['deceptive', 'case', 'rating', 'give', 'Standard', 'lose', 'Poors', 'financial', 'mislead', 'Australia', 'landmark', 'amp', 'product']","['deceptive', 'case', 'rating', 'give', 'standard', 'lose', 'poors', 'financial', 'mislead', 'australia', 'landmark', 'amp', 'product']",[],2012-11-05
55431,307,265316089444065280,Egypt's Coptic Christians pick pope http://t.co/l898tDiR,804754464,2012-11-05 04:54:19,,,,,[],[],[],"[('Egypt', 'GPE'), ('Coptic Christians', 'NORP')]","['pick', 'egypt', 'Christians', 'pope', 'coptic']","['pick', 'egypt', 'christians', 'pope', 'coptic']",[],2012-11-05
55432,307,265316399877074944,Egypt's Coptic Church Chooses Its Next Pope http://t.co/rP4HzBd5,28134618,2012-11-05 04:55:33,"New York, NY",,,,[],[],[],"[('Egypt', 'GPE'), ('Coptic Church Chooses Its Next Pope', 'ORG')]","['Egypts', 'choose', 'Pope', 'Coptic', 'Church', 'next']","['egypts', 'choose', 'pope', 'coptic', 'church', 'next']",[],2012-11-05
57484,336,265317620457299969,Days goes on and still no sign,630635235,2012-11-05 05:00:24,,,,,[],[],[],"[('Days', 'DATE')]","['still', 'day', 'sign', 'go']","['still', 'day', 'sign', 'go']",[],2012-11-05
54872,300,265318807277555712,http://t.co/Um2JBhDs Syria opposition meets in Qatar,566884841,2012-11-05 05:05:07,,,,,[],[],[],"[('Syria', 'GPE'), ('Qatar', 'GPE')]","['meet', 'syria', 'Qatar', 'opposition']","['meet', 'syria', 'qatar', 'opposition']",[],2012-11-05
55433,307,265319386087313408,Egypt's Coptic Christian Church Gets A New Pope - http://t.co/fjuQOCWs,14722676,2012-11-05 05:07:25,Everywhere,,,,[],[],[],"[('Egypt', 'GPE'), ('Coptic Christian Church Gets A New Pope -', 'ORG')]","['New', 'egypt', 'Christian', 'get', 'Pope', 'Church', 'coptic']","['new', 'egypt', 'christian', 'get', 'pope', 'church', 'coptic']",[],2012-11-05
68129,498,265319721656791040,S&amp;P Misled Investors On CPDO Notes Pre-Financial Crisis: Australian Court | Economy Watch http://t.co/I3rLhUvA,16325088,2012-11-05 05:08:45,Singapore,,,,[],[],[],"[('Australian Court | Economy Watch', 'ORG')]","['SampP', 'Crisis', 'Watch', 'PreFinancial', 'Notes', 'australian', 'CPDO', 'Economy', 'Investors', 'Cou', 'Misled']","['sampp', 'crisis', 'watch', 'prefinancial', 'notes', 'australian', 'cpdo', 'economy', 'investors', 'cou', 'misled']","['sampp', 'prefinancial', 'cpdo']",2012-11-05
54873,300,265319834827517952,"SNC said, ""Doha meeting biggest event in history of #Syria opposition, formation of transitional government discussed"". http://t.co/e7ubeejX",601720883,2012-11-05 05:09:12,"New York, Palestine & Israel",,,,['Syria'],[],[],"[('SNC', 'ORG'), ('Doha', 'GPE'), ('#Syria', 'MONEY')]","['discuss', 'big', 'meeting', 'event', 'history', 'transitional', 'formation', 'say', 'government', 'Doha', 'opposition', 'SNC']","['discuss', 'big', 'meeting', 'event', 'history', 'transitional', 'formation', 'say', 'government', 'doha', 'opposition', 'snc']",[],2012-11-05
55618,309,265320526828933122,Catalogue of Spiders of the Czech Republic (Czech Edition):  http://t.co/eekAKlyv,385005798,2012-11-05 05:11:57,Stockton,,,,[],[],[],"[('the Czech Republic (Czech Edition', 'GPE')]","['Catalogue', 'Edition', 'Spiders', 'Czech', 'Republic']","['catalogue', 'edition', 'spiders', 'czech', 'republic']",[],2012-11-05
55194,306,265321554626355200,"Somalia forms new government, woman named foreign minister http://t.co/LofO44P5",15174079,2012-11-05 05:16:02,Global,,,,[],[],[],"[('Somalia', 'GPE')]","['form', 'new', 'Somalia', 'woman', 'name', 'government', 'foreign', 'minister']","['form', 'new', 'somalia', 'woman', 'name', 'government', 'foreign', 'minister']",[],2012-11-05
54874,300,265326399127158784,day 1 of #Doha talks to unify #Syria opposition: Riad Seif tries to do the impossible http://t.co/mTE5Z4q1,64521433,2012-11-05 05:35:17,,,,,"['Doha', 'Syria']",[],[],"[('day 1', 'DATE'), ('Doha', 'GPE'), ('#Syria', 'MONEY'), ('Riad Seif', 'PERSON')]","['impossible', 'day', 'talk', 'Seif', 'unify', 'Riad', 'opposition', 'try']","['impossible', 'day', 'talk', 'seif', 'unify', 'riad', 'opposition', 'try']",[],2012-11-05
68058,496,265329087730573312,SBY Bertemu Presiden Laos Choummaly Sayasone http://t.co/XtemBsMD,242439036,2012-11-05 05:45:58,in the world,,,,[],[],[],"[('SBY Bertemu Presiden Laos Choummaly Sayasone http://t.co/XtemBsMD', 'ORG')]","['Sayasone', 'Presiden', 'Choummaly', 'SBY', 'Beemu', 'Laos']","['sayasone', 'presiden', 'choummaly', 'sby', 'beemu', 'laos']","['sayasone', 'choummaly', 'beemu']",2012-11-05
68130,498,265329410670993408,S&amp;P has been found guilty of misleading investors by awarding its triple A rating to a complex structured  http://t.co/i5bqaaw1,727961720,2012-11-05 05:47:15,,,,,[],[],[],"[('S&amp;P', 'DATE')]","['award', 'SampP', 'rate', 'complex', 'find', 'triple', 'guilty', 'structure', 'misleading', 'investor']","['award', 'sampp', 'rate', 'complex', 'find', 'triple', 'guilty', 'structure', 'misleading', 'investor']",['sampp'],2012-11-05
67906,493,265331461450768384,"4 Bombs detonated so far 2day, 1resulted in the death of an Asian expact,and another resulted in serious injuries to another expact #Bahrain",167827809,2012-11-05 05:55:24,Bahrain,,,,['Bahrain'],[],[],"[('4', 'CARDINAL'), ('Bombs', 'PERSON'), ('Asian', 'NORP'), ('Bahrain', 'GPE')]","['expactand', 'asian', 'far', 'expact', 'bomb', 'another', 'serious', 'detonate', 'death', 'injury', 'result', '2day', '1resulted']","['expactand', 'asian', 'far', 'expact', 'bomb', 'another', 'serious', 'detonate', 'death', 'injury', 'result']",['expactand'],2012-11-05
55434,307,265331524524720128,Egypt's Coptic Christians pick pope http://t.co/l898tDiR,804754464,2012-11-05 05:55:39,,,,,[],[],[],"[('Egypt', 'GPE'), ('Coptic Christians', 'NORP')]","['pick', 'egypt', 'Christians', 'pope', 'coptic']","['pick', 'egypt', 'christians', 'pope', 'coptic']",[],2012-11-05
